ID,topLeft,topRight,bottomRight,bottomLeft,distance,yaw
7,"(665, 332)","(662, 238)","(749, 232)","(751, 324)",1.21302997173011,-92.60139045172299
7,"(664, 338)","(664, 242)","(752, 238)","(752, 332)",1.1867713082926006,-91.05934517393095
7,"(671, 348)","(669, 250)","(759, 245)","(758, 341)",1.1603618714915276,-91.35708840659295
7,"(668, 341)","(666, 242)","(756, 237)","(757, 333)",1.156287261021289,-91.94210102637543
7,"(667, 330)","(666, 226)","(757, 222)","(756, 323)",1.1065204910489101,-91.03464497660431
7,"(699, 327)","(697, 222)","(791, 217)","(790, 318)",1.1033608796665622,-91.93564925952435
7,"(717, 310)","(717, 203)","(811, 198)","(810, 301)",1.0922316902146298,-91.905432738247
7,"(739, 302)","(740, 189)","(838, 184)","(835, 294)",1.0399631307659476,-91.56641489683041
7,"(711, 315)","(711, 199)","(810, 193)","(809, 305)",1.006751420822751,-91.86142950731717
7,"(696, 347)","(697, 228)","(799, 224)","(794, 339)",0.9699750373602495,-90.13438920347251
7,"(716, 348)","(718, 227)","(822, 223)","(817, 340)",0.9570841623300089,-90.27018772323747
7,"(744, 349)","(747, 223)","(854, 219)","(849, 340)",0.9283175337284741,-90.57394346014625
7,"(749, 345)","(752, 219)","(859, 215)","(855, 336)",0.9311186906520733,-90.85171836959444
7,"(769, 346)","(771, 214)","(884, 210)","(878, 337)",0.894279917990261,-90.94721696188046
7,"(769, 346)","(771, 214)","(884, 210)","(878, 337)",0.894279917990261,-90.94721696188046
7,"(786, 352)","(790, 215)","(907, 210)","(901, 342)",0.8640755319481433,-91.07478595597536
7,"(819, 336)","(826, 190)","(953, 185)","(943, 327)",0.8218536639788175,-90.89313480749013
8,"(561, 25)","(664, 18)","(655, 133)","(549, 132)",1.05924736904026,5.057513267703482
8,"(512, 20)","(616, 13)","(607, 128)","(503, 129)",1.0593480413347176,4.315603986578311
8,"(417, 23)","(515, 18)","(510, 131)","(412, 131)",1.1171073000956262,4.271110068260056
8,"(306, 45)","(403, 45)","(397, 157)","(301, 152)",1.15703875484355,5.411367931003748
8,"(279, 33)","(378, 32)","(374, 144)","(277, 141)",1.171396547652254,4.1813958024726015
1,"(882, 186)","(900, 188)","(897, 203)","(879, 202)",6.865677766737651,7.342596112950206
8,"(257, 28)","(357, 30)","(353, 144)","(253, 141)",1.14896894734547,4.970291931911367
1,"(422, 91)","(436, 91)","(436, 106)","(422, 105)",8.65990483840483,2.1539854168673283
1,"(433, 93)","(448, 93)","(448, 108)","(433, 107)",8.247262092169615,-0.21745652779403277
9,"(421, 21)","(481, 17)","(488, 81)","(430, 85)",2.052182956328655,-2.6951465057573203
9,"(404, 55)","(466, 53)","(472, 117)","(410, 120)",1.978105912615376,-3.2969291641008325
9,"(409, 32)","(474, 31)","(477, 96)","(413, 97)",1.928340991708863,-2.4455080639519724
9,"(421, 20)","(487, 20)","(491, 87)","(426, 89)",1.898105445894342,-2.6771195358810367
9,"(404, 54)","(470, 53)","(475, 123)","(410, 126)",1.8030619430028496,-12.93358662559351
9,"(394, 69)","(463, 67)","(467, 136)","(400, 140)",1.7825482044107663,-11.351156949382556
9,"(383, 95)","(452, 92)","(457, 163)","(389, 166)",1.7497470645257094,-2.189479916163002
9,"(393, 101)","(464, 98)","(470, 169)","(400, 174)",1.7106867680018174,-3.8400983526448695
9,"(413, 62)","(487, 60)","(493, 137)","(420, 140)",1.6337936075044863,-1.7513285547134345
9,"(427, 86)","(505, 83)","(509, 164)","(432, 169)",1.495931903444852,-1.224677746456633
9,"(419, 130)","(499, 132)","(500, 214)","(422, 215)",1.4474782540287523,-7.319146463688236
9,"(433, 186)","(516, 184)","(518, 269)","(437, 272)",1.3709596779340223,-0.5884725948646495
9,"(452, 177)","(538, 175)","(541, 261)","(456, 266)",1.330848665665601,-6.631838058529864
9,"(436, 163)","(524, 160)","(529, 250)","(441, 255)",1.2962935800763578,-1.8748254610707173
9,"(385, 96)","(483, 92)","(490, 190)","(394, 199)",1.2134279818727003,-12.18731664685727
9,"(346, 104)","(446, 100)","(454, 202)","(356, 211)",1.1813027427155467,-14.303282275598137
9,"(250, 71)","(362, 67)","(374, 175)","(264, 186)",1.1530001303302004,-5.132353857277951
9,"(153, 64)","(277, 57)","(291, 181)","(172, 194)",1.0569333728596748,-4.170668446744707
9,"(47, 129)","(185, 120)","(203, 246)","(70, 265)",1.0410474636703575,-27.592754858154805
8,"(423, 109)","(445, 108)","(446, 127)","(426, 130)",5.76977640341428,-12.172847579430517
8,"(394, 134)","(415, 131)","(416, 152)","(397, 155)",5.6770400340405285,-20.532062311043944
8,"(369, 166)","(390, 164)","(392, 183)","(371, 187)",5.691702303792545,-17.15792216782851
8,"(233, 303)","(254, 300)","(256, 322)","(235, 325)",5.608382279093436,-7.440529120644134
8,"(183, 351)","(207, 347)","(210, 367)","(187, 372)",5.92400537340003,-16.179948405780067
8,"(170, 393)","(194, 389)","(197, 410)","(174, 415)",5.8593431243852825,-14.56619360274973
8,"(143, 403)","(167, 399)","(172, 420)","(148, 425)",5.9391317142268365,-13.812815397473495
8,"(139, 391)","(165, 387)","(168, 408)","(145, 413)",5.967074280214461,-14.18924218249104
8,"(142, 370)","(166, 367)","(171, 388)","(147, 393)",5.817590296093379,-15.081802350831623
8,"(136, 352)","(162, 348)","(166, 370)","(141, 375)",5.698763350367557,-16.26195150012984
8,"(140, 384)","(165, 380)","(170, 402)","(145, 407)",5.7007778812334875,-14.696648896271196
8,"(167, 410)","(192, 405)","(198, 427)","(173, 433)",5.556645008991488,-15.54266763994413
8,"(197, 360)","(222, 354)","(228, 377)","(203, 382)",5.475774008319019,-14.049364397943444
8,"(197, 376)","(223, 371)","(227, 394)","(202, 400)",5.232100846644596,-17.04849439796973
8,"(194, 418)","(220, 414)","(224, 438)","(199, 443)",5.1190414491943335,-10.780912732220845
8,"(169, 439)","(197, 432)","(201, 456)","(174, 463)",5.1002749078642164,-16.218608223436476
8,"(186, 437)","(213, 432)","(218, 454)","(191, 460)",5.323505511699588,-11.631776656222879
8,"(194, 449)","(220, 443)","(227, 467)","(200, 474)",5.042219298401892,-14.25089802246391
8,"(209, 457)","(236, 451)","(242, 474)","(215, 482)",5.111624534771116,-14.599697860868691
8,"(211, 463)","(239, 456)","(244, 480)","(218, 487)",5.120963231698419,-14.525639891013792
8,"(245, 459)","(272, 454)","(277, 478)","(251, 485)",4.870007014747508,-11.211671000145289
8,"(246, 463)","(272, 457)","(278, 482)","(251, 489)",4.786367852569239,-12.236245496540969
8,"(251, 447)","(279, 440)","(285, 465)","(257, 471)",4.783149492583615,-12.738409948349753
8,"(276, 443)","(306, 436)","(311, 461)","(284, 467)",4.558509937286367,-12.503651492977728
8,"(286, 418)","(314, 411)","(320, 436)","(293, 443)",4.664704096052992,-14.884528169472087
8,"(281, 372)","(310, 365)","(316, 391)","(289, 398)",4.515253226720475,-16.88746001626955
8,"(242, 357)","(274, 350)","(279, 376)","(248, 382)",4.240783185318886,-14.317256129155172
8,"(214, 390)","(245, 383)","(251, 410)","(221, 418)",4.38073633003998,-17.259512765625857
8,"(215, 396)","(246, 388)","(253, 415)","(223, 423)",4.432187017039772,-17.47645237852005
8,"(209, 370)","(240, 363)","(248, 390)","(217, 399)",4.314507415237646,-19.13629315820386
8,"(185, 357)","(219, 349)","(225, 377)","(193, 385)",4.195076327225323,-18.548035528992845
8,"(173, 336)","(206, 329)","(213, 358)","(180, 366)",4.165126087846216,-20.057836537225732
8,"(177, 349)","(212, 341)","(219, 372)","(186, 379)",4.070495724342379,-14.15989356861653
8,"(172, 355)","(207, 347)","(215, 377)","(180, 386)",3.9847658593233892,-19.249583484084425
8,"(140, 352)","(176, 343)","(185, 375)","(150, 384)",3.922523138075861,-15.988844573701726
8,"(131, 388)","(168, 378)","(177, 411)","(142, 422)",3.738198014369841,-25.712687615154703
8,"(122, 363)","(160, 354)","(168, 387)","(132, 397)",3.7720624635219813,-23.85044543985285
8,"(130, 358)","(168, 350)","(177, 384)","(140, 394)",3.6246947916605254,-23.345837604513456
8,"(150, 354)","(188, 346)","(197, 381)","(159, 390)",3.5535451238509914,-20.908303104179723
8,"(155, 361)","(196, 351)","(205, 387)","(166, 397)",3.4534389300775605,-20.948333235636728
8,"(150, 348)","(191, 340)","(200, 377)","(160, 386)",3.3684918848761503,-19.679524705928593
8,"(83, 380)","(127, 369)","(137, 409)","(94, 420)",3.243387418283152,-15.147876817382414
8,"(50, 387)","(96, 376)","(107, 416)","(62, 428)",3.2588879303534846,-24.91448872003604
8,"(33, 361)","(82, 349)","(93, 390)","(46, 402)",3.225730064635713,-16.5397896939893
8,"(32, 341)","(80, 330)","(93, 372)","(45, 384)",3.137684864060794,-15.546496274159873
8,"(65, 301)","(115, 291)","(126, 334)","(77, 344)",3.0618619514601946,-14.42780933972245
8,"(70, 289)","(121, 280)","(133, 323)","(84, 334)",2.99957150994779,-24.137064636042428
8,"(86, 254)","(136, 244)","(149, 290)","(98, 301)",2.819807483701696,-13.9596495069055
8,"(114, 250)","(166, 238)","(177, 285)","(127, 298)",2.66239242650694,-31.18291417187298
8,"(80, 237)","(134, 227)","(145, 277)","(94, 288)",2.625966383353187,-32.66736379758489
8,"(89, 207)","(143, 197)","(157, 247)","(104, 259)",2.6044096075565712,-32.4080025472679
8,"(105, 186)","(161, 175)","(175, 227)","(120, 238)",2.5354125717154754,-13.79692840361629
8,"(120, 169)","(177, 159)","(190, 212)","(135, 221)",2.5269286492930845,-12.550168877913038
8,"(183, 113)","(241, 107)","(252, 163)","(195, 170)",2.35774812917624,-8.51038438248941
8,"(227, 110)","(285, 103)","(297, 161)","(238, 169)",2.2224878615563073,-8.662142291648584
8,"(225, 98)","(285, 89)","(296, 151)","(236, 159)",2.1112218939448604,-7.943932036914915
8,"(204, 110)","(266, 103)","(275, 165)","(214, 173)",2.084035683471725,-6.9592169430746855
1,"(481, 113)","(494, 111)","(495, 124)","(483, 126)",9.104311810607262,-16.83687559330394
1,"(509, 97)","(522, 96)","(524, 109)","(510, 111)",8.7475102679725,-6.399013411228484
8,"(186, 24)","(258, 17)","(271, 87)","(201, 97)",1.9134454726364691,-26.63005397729428
8,"(212, 41)","(285, 34)","(294, 107)","(221, 114)",1.8034051984454158,-6.125204490794167
8,"(196, 28)","(271, 20)","(282, 95)","(207, 103)",1.7810793648143122,-7.069826058734466
8,"(151, 13)","(232, 6)","(242, 87)","(162, 95)",1.6861422915809219,-5.727528544179667
1,"(650, 124)","(667, 122)","(669, 140)","(651, 142)",6.5868554517402,-4.276798814934338
1,"(747, 74)","(767, 73)","(767, 91)","(747, 94)",6.622698254333996,-1.0920273720487828
1,"(799, 70)","(820, 68)","(820, 88)","(800, 90)",6.031057839701059,-1.3974314481835701
10,"(18, 125)","(35, 126)","(38, 152)","(22, 150)",5.862164409657774,9.460445538293257
1,"(835, 40)","(857, 37)","(857, 56)","(835, 60)",5.7618367076984605,-1.408692550425674
10,"(120, 110)","(137, 111)","(141, 136)","(125, 136)",5.593977484240044,-76.81426149580045
10,"(140, 119)","(157, 120)","(161, 146)","(145, 145)",5.394710252627472,9.664155163131523
10,"(163, 136)","(181, 137)","(186, 163)","(169, 163)",5.163886528673576,-63.0551977884407
10,"(168, 111)","(186, 111)","(191, 138)","(173, 137)",5.237636618135968,7.9664272947447685
10,"(49, 84)","(69, 86)","(74, 114)","(54, 112)",5.3568253098024305,9.840305494706875
10,"(51, 33)","(72, 35)","(76, 66)","(57, 64)",4.99245976652134,11.957739020380622
0,"(426, 65)","(486, 61)","(492, 124)","(432, 128)",1.9923492826199845,-3.232994581334131
0,"(430, 31)","(489, 28)","(493, 89)","(433, 94)",2.013450008806909,-2.3435505421403113
0,"(238, 28)","(300, 24)","(306, 86)","(246, 91)",2.1407959185023575,-4.4158354328389455
0,"(126, 13)","(195, 9)","(203, 71)","(136, 78)",2.146775968797739,-27.339086880813646
0,"(710, 58)","(778, 58)","(777, 122)","(709, 122)",1.7632450726066653,1.3084064300658318
0,"(845, 37)","(920, 34)","(914, 103)","(840, 105)",1.7312609138511044,4.371609151335259
1,"(640, 88)","(667, 92)","(663, 119)","(637, 116)",4.3941716935371815,6.336437885994944
1,"(701, 103)","(727, 107)","(723, 134)","(697, 132)",4.333885590880974,2.7809950215634878
1,"(731, 125)","(757, 127)","(753, 156)","(728, 153)",4.237439048199675,13.981067361912762
1,"(735, 125)","(763, 129)","(757, 158)","(731, 156)",3.99151466667452,1.4029926604458651
1,"(741, 121)","(770, 122)","(767, 153)","(738, 150)",4.0396297271547885,8.097405239723358
1,"(769, 119)","(797, 121)","(793, 151)","(765, 149)",4.062288598355314,1.6623937899237837
1,"(784, 116)","(813, 117)","(810, 148)","(781, 146)",4.033569592272634,9.857421036132687
1,"(755, 96)","(784, 97)","(780, 129)","(751, 128)",3.837403564056066,-2.1489456494355363
1,"(715, 111)","(744, 112)","(741, 142)","(713, 142)",3.9655369302910324,-2.117335945738879
1,"(686, 92)","(714, 93)","(712, 126)","(683, 124)",3.787464981975949,11.587861267660402
1,"(684, 96)","(714, 98)","(711, 130)","(681, 128)",3.825910864346703,8.293812501432813
1,"(698, 83)","(728, 85)","(725, 119)","(694, 117)",3.8106713548181417,5.42307495850422
1,"(691, 78)","(723, 81)","(720, 114)","(688, 112)",3.6810837075811165,4.034172483236393
1,"(670, 76)","(702, 79)","(699, 113)","(667, 112)",3.537339045965119,-1.2051601530973934
1,"(692, 76)","(725, 79)","(721, 113)","(688, 112)",3.4972658749538357,0.2820917744103109
1,"(705, 78)","(738, 81)","(734, 117)","(701, 116)",3.344570604435723,-2.112709027629089
1,"(701, 87)","(737, 89)","(733, 126)","(699, 124)",3.3405567499010558,2.1425632534401653
1,"(690, 76)","(727, 79)","(724, 116)","(688, 116)",3.2151000515577075,0.45876641410119423
1,"(675, 103)","(713, 104)","(711, 144)","(674, 144)",3.0090531877501205,-2.831657557309175
1,"(705, 102)","(743, 103)","(741, 143)","(702, 143)",3.003632356295355,-1.0218200649591482
1,"(705, 102)","(743, 103)","(741, 143)","(702, 143)",3.003632356295355,-1.0218200649591482
1,"(732, 125)","(773, 129)","(770, 172)","(729, 170)",2.7236362161755476,1.147910161932273
1,"(743, 122)","(786, 125)","(783, 170)","(740, 168)",2.6484253454943736,1.2804951559964912
1,"(763, 113)","(809, 115)","(806, 163)","(760, 161)",2.5330677748636776,1.5970090820707135
1,"(762, 127)","(810, 130)","(807, 178)","(760, 176)",2.4485367041197987,2.24295492554835
1,"(791, 107)","(841, 109)","(839, 162)","(789, 162)",2.2709210800571156,-1.3676338703026898
1,"(801, 128)","(854, 129)","(852, 183)","(800, 183)",2.2227907581971533,-0.3703193790988426
1,"(840, 106)","(898, 106)","(897, 167)","(839, 166)",2.0333082487812915,-0.6027390676055527
1,"(884, 130)","(945, 132)","(945, 197)","(882, 194)",1.8856176968296887,0.9346085208316418
3,"(507, 127)","(524, 128)","(523, 145)","(507, 145)",6.8908000450620595,-5.7475830536302475
3,"(512, 128)","(530, 129)","(529, 146)","(512, 145)",6.7741167554146875,0.2652033759078211
3,"(526, 150)","(543, 151)","(542, 169)","(526, 169)",6.456468034008276,-6.996489112833536
3,"(524, 164)","(543, 167)","(542, 185)","(525, 185)",6.031407710580954,-2.413982147883446
3,"(507, 159)","(525, 159)","(525, 178)","(507, 180)",5.8734206120179975,-12.252920210280266
3,"(516, 177)","(535, 178)","(534, 197)","(517, 197)",6.06168636271102,-5.146149355359918
3,"(564, 151)","(584, 152)","(584, 172)","(564, 172)",5.78949894420744,-1.0138000445509565
3,"(566, 166)","(587, 166)","(586, 188)","(566, 187)",5.475296418354696,3.535094498785174
3,"(570, 176)","(590, 175)","(591, 197)","(571, 198)",5.337312587030565,1.1947167046279232
3,"(549, 156)","(572, 157)","(572, 180)","(550, 180)",5.038694516081032,-3.290620107171035
3,"(525, 139)","(549, 138)","(549, 161)","(527, 162)",5.059452513233556,-5.885298151537243
3,"(534, 172)","(557, 171)","(558, 196)","(536, 198)",4.6196885561339265,-11.661145763107426
3,"(545, 184)","(569, 182)","(570, 206)","(547, 208)",4.788933993813107,-8.377467500697039
3,"(564, 141)","(590, 140)","(590, 166)","(565, 166)",4.54661554805158,-3.0224871884563034
3,"(583, 157)","(610, 158)","(609, 185)","(584, 184)",4.3466036786232145,4.042077281833829
3,"(586, 162)","(612, 161)","(613, 188)","(587, 190)",4.264831030175168,-7.415764986531303
3,"(577, 168)","(604, 168)","(603, 196)","(577, 195)",4.265924721694643,2.814772984356761
3,"(577, 146)","(604, 147)","(603, 177)","(576, 178)",3.8162306067103837,-8.118117157022072
3,"(574, 154)","(602, 154)","(602, 184)","(574, 185)",3.8715933001940863,-6.857733573813482
3,"(575, 146)","(605, 147)","(605, 176)","(576, 177)",3.922184387909961,-1.4431767141910983
3,"(585, 141)","(616, 140)","(616, 172)","(586, 172)",3.770191789135669,0.3960854924972537
3,"(597, 155)","(628, 153)","(630, 185)","(599, 187)",3.687200530338999,-2.5787132798884707
3,"(628, 123)","(660, 121)","(661, 155)","(629, 156)",3.580792168888797,0.12202548742378219
3,"(656, 131)","(690, 131)","(690, 166)","(656, 167)",3.371829855636617,-2.5872631392383703
3,"(693, 149)","(729, 148)","(729, 186)","(694, 187)",3.128257860963738,-4.360263728066066
3,"(704, 145)","(741, 143)","(741, 182)","(704, 183)",3.0882297996913923,1.9245842705992815
3,"(716, 110)","(754, 108)","(755, 149)","(717, 151)",2.9729919532254643,-5.608193391093811
3,"(728, 108)","(766, 105)","(768, 146)","(729, 149)",2.9805743501633484,-5.987642586557499
3,"(737, 67)","(780, 65)","(781, 110)","(739, 113)",2.7475753976704103,-5.20921815863628
3,"(758, 78)","(803, 74)","(805, 122)","(761, 125)",2.6136448755233297,4.21853664247879
3,"(825, 46)","(875, 44)","(874, 97)","(825, 99)",2.436499093333022,-3.359527856980916
3,"(886, 46)","(940, 45)","(939, 101)","(886, 103)",2.295323018408815,-2.523830983010932
3,"(925, 49)","(982, 47)","(981, 105)","(925, 107)",2.2515558514870215,-1.8009242757631054
2,"(284, 66)","(316, 64)","(317, 106)","(285, 107)",3.1869420969268285,4.640209506712893
5,"(72, 80)","(91, 82)","(90, 100)","(72, 99)",7.792941461231092,-29.064497834410073
2,"(655, 67)","(687, 63)","(683, 106)","(651, 109)",2.859593782928048,10.379700492332558
2,"(708, 61)","(741, 57)","(735, 103)","(703, 104)",2.769806575318881,15.372899685486825
2,"(753, 71)","(786, 68)","(782, 114)","(749, 116)",2.7457948264572183,16.658498366278007
5,"(288, 122)","(305, 123)","(305, 140)","(288, 138)",7.867828045536297,2.410318685736213
2,"(822, 49)","(857, 42)","(852, 91)","(818, 96)",2.6615961945374997,16.929455043365955
5,"(317, 98)","(335, 99)","(335, 116)","(318, 115)",7.605508289119039,-5.787769554878077
5,"(338, 100)","(355, 101)","(355, 118)","(338, 117)",7.525185862555284,1.8416546605080695
5,"(378, 86)","(394, 85)","(396, 102)","(379, 103)",7.438255007634682,-3.381958169084254
5,"(394, 95)","(411, 96)","(412, 113)","(394, 112)",7.272155873994071,-1.6647052503980986
4,"(305, 207)","(314, 207)","(314, 216)","(305, 216)",13.661307508772097,1.9714944313817588e-14
5,"(440, 141)","(457, 140)","(459, 157)","(441, 159)",6.765319917124653,-4.967469183986981
5,"(452, 171)","(469, 171)","(470, 189)","(453, 189)",6.689593295343696,1.4675180986912715
5,"(476, 184)","(494, 184)","(493, 201)","(475, 201)",6.418208657110763,0.4632155172006023
5,"(481, 185)","(498, 185)","(498, 203)","(480, 202)",6.634315925895013,1.634244948141802
5,"(458, 207)","(475, 206)","(476, 225)","(459, 225)",6.3825636226569795,0.6144734160439408
5,"(433, 201)","(451, 201)","(452, 218)","(434, 219)",6.672084369476616,-5.2393254379503285
5,"(402, 178)","(421, 179)","(421, 197)","(402, 195)",6.499595901002807,0.6000093663354327
5,"(367, 206)","(385, 206)","(385, 225)","(366, 225)",6.264052679450682,0.8388513738273615
5,"(369, 232)","(389, 231)","(390, 249)","(370, 250)",6.190430931789358,-4.716113043306551
4,"(239, 300)","(250, 301)","(250, 311)","(239, 311)",11.913222356120645,-0.13141110317429056
5,"(387, 226)","(405, 225)","(408, 244)","(389, 246)",6.119881432601826,-12.622250522511191
5,"(424, 228)","(444, 226)","(445, 245)","(425, 246)",5.928975930975277,-5.134953675814494
5,"(445, 184)","(465, 183)","(466, 203)","(447, 204)",5.961179250175735,-8.935002679998062
5,"(496, 169)","(516, 169)","(517, 190)","(496, 190)",5.6607902445534855,0.04723481709930975
5,"(510, 169)","(532, 167)","(533, 188)","(512, 189)",5.412246165342808,-6.554739099528355
5,"(539, 162)","(560, 160)","(562, 182)","(540, 183)",5.362646163090529,-3.950432239354552
5,"(557, 161)","(579, 160)","(580, 181)","(558, 183)",5.218582988144119,-6.482763360510223
5,"(559, 144)","(580, 143)","(582, 165)","(560, 167)",5.2901342887111875,-7.997240647767082
5,"(564, 138)","(587, 139)","(587, 162)","(565, 164)",4.877028114837881,-7.748769453038535
7,"(368, 284)","(368, 275)","(377, 274)","(378, 284)",12.45516136626441,-93.03875408997371
4,"(448, 234)","(459, 234)","(459, 246)","(448, 246)",9.764710699632557,1.927557324350427
5,"(597, 134)","(622, 131)","(624, 156)","(599, 158)",4.610980676021835,-4.91663531748786
7,"(433, 288)","(433, 278)","(442, 278)","(442, 289)",11.077405979183045,-87.9735407886208
4,"(528, 236)","(540, 237)","(539, 249)","(527, 248)",9.482073920999413,4.763641680609691
4,"(547, 239)","(559, 239)","(559, 251)","(547, 250)",9.508728031214389,0.8369838504687097
7,"(476, 293)","(476, 283)","(486, 283)","(486, 294)",10.908994205687714,-88.03717062425157
5,"(733, 87)","(763, 84)","(763, 115)","(732, 117)",3.8707186807116645,0.8037104930391401
4,"(550, 227)","(563, 227)","(562, 239)","(550, 239)",9.04225516642652,-2.447832417216317
7,"(466, 276)","(465, 265)","(476, 265)","(475, 276)",11.448575133840555,-88.66801827084566
7,"(465, 283)","(465, 272)","(475, 271)","(476, 282)",10.338876443007303,-93.43833083455638
7,"(444, 297)","(444, 286)","(454, 285)","(455, 297)",10.060361379075461,-91.93882531874374
7,"(486, 284)","(486, 273)","(496, 272)","(497, 284)",9.984208039286983,-91.88642441770344
7,"(493, 274)","(493, 263)","(504, 263)","(504, 275)",9.977902790298184,-88.12091832697331
7,"(492, 282)","(492, 271)","(503, 270)","(503, 283)",9.55827590307031,-89.35667885364283
7,"(437, 287)","(435, 275)","(447, 274)","(448, 286)",10.175374657794109,-95.32351677838882
4,"(518, 218)","(533, 216)","(534, 232)","(520, 233)",7.456242436211911,-3.4871062470756935
7,"(453, 283)","(453, 270)","(466, 270)","(466, 284)",8.575678785749687,-88.13256242211511
7,"(459, 298)","(459, 285)","(472, 284)","(473, 298)",8.500594469304144,-92.15117756286573
4,"(527, 229)","(545, 228)","(544, 246)","(527, 246)",6.7978838164109,-0.02014508231917882
7,"(413, 301)","(412, 288)","(426, 286)","(428, 301)",8.259472982655875,-93.28111112298402
7,"(396, 323)","(395, 309)","(409, 307)","(410, 322)",7.981549856543161,-95.0856730784735
4,"(496, 248)","(514, 246)","(514, 264)","(496, 266)",6.019787773123237,-4.692122138665152
4,"(486, 201)","(506, 201)","(505, 220)","(486, 220)",5.913789019531129,-4.036831496002426
7,"(371, 291)","(371, 276)","(386, 276)","(387, 292)",7.620162848505632,-88.23499005121886
7,"(375, 306)","(374, 290)","(390, 290)","(391, 306)",7.348237263188006,-90.07302087856867
7,"(355, 337)","(354, 322)","(370, 320)","(371, 337)",7.387131030426288,-93.55317263464202
4,"(444, 215)","(464, 215)","(464, 236)","(443, 237)",5.374091965145388,-8.309605525217837
7,"(319, 311)","(319, 295)","(336, 295)","(336, 312)",7.310221102183074,-88.21264501601893
7,"(355, 365)","(353, 347)","(370, 346)","(372, 364)",6.531932647560488,-94.10887301374497
7,"(427, 345)","(427, 327)","(444, 326)","(444, 345)",6.233458935305913,-90.6174853186766
7,"(442, 333)","(442, 315)","(459, 314)","(460, 333)",6.224487332142303,-91.31081184198408
7,"(469, 339)","(469, 320)","(487, 320)","(488, 339)",6.012636784961138,-91.77283017296271
7,"(480, 346)","(479, 328)","(497, 326)","(498, 346)",5.986099426629783,-92.87497620882019
7,"(501, 347)","(501, 328)","(520, 328)","(520, 348)",5.800634874634388,-89.06875840058804
7,"(503, 341)","(502, 321)","(520, 320)","(522, 340)",5.665230542715642,-94.17675078619489
7,"(477, 328)","(478, 307)","(497, 308)","(496, 329)",5.436619581146512,-86.87701130282416
7,"(479, 326)","(479, 305)","(499, 305)","(499, 326)",5.44216553890534,-89.71347808890971
7,"(464, 357)","(464, 335)","(485, 335)","(485, 358)",5.075686183660929,-89.26677697462563
7,"(496, 337)","(497, 315)","(518, 316)","(518, 338)",5.157282557784333,-89.05323005528639
7,"(469, 342)","(470, 320)","(492, 321)","(492, 344)",5.016575656169997,-86.6721818622729
7,"(482, 358)","(482, 335)","(505, 336)","(505, 360)",4.759814650142192,-87.91074877816585
7,"(503, 375)","(504, 351)","(527, 352)","(527, 376)",4.7056421107573,-89.71889543892496
7,"(510, 380)","(509, 355)","(533, 355)","(534, 379)",4.600527223083859,-93.01384319685556
7,"(485, 376)","(485, 350)","(510, 350)","(510, 376)",4.376161903127968,-90.01763723712263
7,"(472, 358)","(472, 332)","(498, 332)","(498, 359)",4.295402060604107,-89.19908535906481
7,"(448, 402)","(448, 373)","(475, 373)","(475, 402)",3.961760300226544,-90.21436896550426
7,"(473, 386)","(473, 358)","(501, 358)","(501, 387)",3.9871230606639845,-89.37460945764117
7,"(453, 373)","(454, 344)","(482, 344)","(482, 374)",3.8800025538678113,-89.03214116228341
7,"(452, 383)","(452, 352)","(481, 352)","(480, 384)",3.636649082537573,-89.14394559729504
7,"(436, 390)","(438, 358)","(468, 359)","(466, 392)",3.5338397692569123,-87.01036745815586
7,"(387, 407)","(389, 374)","(420, 375)","(419, 409)",3.4853502912896284,-87.66120042141485
7,"(334, 432)","(335, 398)","(369, 399)","(368, 434)",3.445362535382142,-87.77357747190356
7,"(303, 424)","(303, 388)","(339, 389)","(338, 425)",3.346812381040348,-88.56288737275896
7,"(284, 421)","(285, 384)","(321, 385)","(319, 422)",3.2930723124805,-88.5087997218119
7,"(236, 441)","(237, 402)","(275, 403)","(274, 442)",3.1951639288770837,-88.72810803848377
7,"(213, 444)","(214, 403)","(254, 403)","(254, 445)",3.03456280076141,-89.52570600898464
7,"(201, 459)","(201, 417)","(242, 416)","(243, 459)",2.9851371196166827,-90.92073730311007
7,"(133, 467)","(136, 422)","(179, 423)","(177, 468)",2.9335382226547075,-88.86411727737874
4,"(366, 217)","(451, 217)","(451, 296)","(365, 296)",1.4197119659958317,-1.15777679400464
4,"(294, 199)","(385, 201)","(384, 281)","(292, 281)",1.3971982995526298,-1.1509832747437228
4,"(158, 171)","(260, 174)","(258, 261)","(156, 260)",1.3969167612994098,-1.3908443833543458
4,"(6, 187)","(119, 192)","(114, 284)","(3, 284)",1.4374765806528067,-0.7116684449266028
6,"(401, 244)","(410, 244)","(410, 253)","(401, 253)",13.083526686913935,6.999665388176063e-11
6,"(402, 239)","(411, 239)","(411, 248)","(402, 248)",13.089743564807229,2.643964466372663e-13
6,"(401, 232)","(409, 233)","(409, 242)","(400, 242)",12.482747493028413,-4.839367580474791
6,"(393, 231)","(402, 230)","(403, 240)","(394, 240)",12.573657392235699,-1.9847467148746896
6,"(393, 239)","(403, 240)","(402, 249)","(393, 248)",12.919001312952298,4.490471992763727
6,"(450, 261)","(461, 261)","(461, 271)","(451, 272)",10.987465303516368,-6.2844262172989565
6,"(513, 242)","(523, 242)","(523, 253)","(512, 253)",10.315584001861353,1.6453936886517633
